CustomerID,Name,Age,Gender,Geography,Native_Place,Marital_Status,Tenure,Account_Type,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Monthly_Income,CreditScore,Loan_Status,EMI_Amount,Exited,Branch_Code,Account_Open_Date,Last_Transaction_Date,Customer_Review,Review_Sentiment,Sentiment_Score
CID003308,Neha Kumar,70,Other,Uttar Pradesh,Delhi,Single,5,Savings,36259.82,3,1,1,1435505.86,119625.49,654,Auto,18525.66,0,BR003,2022-08-08,2024-12-30,No waiting time ⚡,Neutral,0.6319148540496826
CID003309,Amit Gupta,76,Male,Rajasthan,Mumbai,Widowed,20,Joint,605995.21,2,0,1,1314585.3,109548.78,480,Education,29219.1,0,BR039,2019-09-07,2024-08-11,Too many fees 💸,Negative,0.7381492853164673
CID003310,Amit Iyer,37,Other,Maharashtra,Delhi,Widowed,2,Savings,396529.92,4,0,0,1181906.78,98492.23,834,Auto,20127.5,1,BR088,2024-05-05,2025-01-08,App works fine 📱,Positive,0.8045811653137207
CID003311,Ananya Kumar,27,Male,Uttar Pradesh,Chennai,Single,6,Senior Citizen,754190.09,3,1,0,652990.51,54415.88,394,Auto,12576.1,1,BR084,2020-02-18,2025-01-29,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID003312,Neha Sharma,60,Male,Gujarat,Bangalore,Married,7,Senior Citizen,273354.04,3,0,0,637506.2,53125.52,501,Auto,10336.92,1,BR063,2023-01-05,2024-06-13,Long waits ⏲️,Negative,0.6278406381607056
CID003313,Sunita Gupta,25,Female,Uttar Pradesh,Bangalore,Divorced,18,Current,283131.27,1,1,1,320399.61,26699.97,650,Gold,3973.36,0,BR039,2022-04-25,2025-02-17,Excellent service! 😊,Positive,0.9848268032073975
CID003314,Rohan Kumar,48,Female,Tamil Nadu,Ahmedabad,Single,8,NRI,59896.3,2,0,1,1868422.13,155701.84,853,Personal,40541.38,0,BR038,2018-03-31,2025-01-03,Very satisfied 👍,Positive,0.9811439514160156
CID003315,Amit Iyer,76,Female,Telangana,Jaipur,Single,8,NRI,784328.95,1,0,0,558587.55,46548.96,764,Gold,8662.54,0,BR076,2024-02-02,2024-07-25,Reasonable fees 💲,Neutral,0.7338849306106567
CID003316,Rahul Gupta,77,Male,West Bengal,Ahmedabad,Widowed,6,Current,20455.94,1,0,1,1538369.22,128197.43,533,Gold,14949.49,0,BR041,2021-03-08,2024-09-15,Excellent service! 😊,Positive,0.9848268032073975
CID003317,Rahul Sharma,49,Male,Karnataka,Bangalore,Single,3,Student,824684.13,4,0,1,980071.04,81672.59,330,Multiple,45038.35,0,BR011,2023-07-02,2024-09-10,Great mobile app 🥰,Positive,0.9832854866981506
CID003318,Rohan Kumar,61,Other,Uttar Pradesh,Chennai,Divorced,6,Salary,566554.94,1,0,1,559337.93,46611.49,616,Multiple,0.0,0,BR029,2022-01-04,2024-09-09,Long wait ⏱️,Negative,0.7351260185241699
CID003319,Amit Rao,45,Male,Uttar Pradesh,Delhi,Single,15,Student,270283.37,4,1,0,1763998.6,146999.88,327,Multiple,95023.44,1,BR050,2015-02-08,2024-12-19,Long waits ⏲️,Negative,0.6278406381607056
CID003320,Ananya Verma,46,Other,Gujarat,Bangalore,Divorced,18,Current,440718.4,1,0,1,377168.21,31430.68,490,Home,12423.2,0,BR090,2021-09-08,2025-03-11,Too many fees 💸,Negative,0.7381492853164673
CID003321,Ananya Gupta,72,Male,Rajasthan,Delhi,Widowed,17,Current,192850.76,2,1,0,1615661.96,134638.5,819,Personal,27320.48,1,BR020,2018-08-15,2024-06-26,Poor service 😠,Negative,0.9434412717819214
CID003322,Amit Singh,76,Other,Uttar Pradesh,Hyderabad,Divorced,9,Premium,71480.82,1,0,1,1052193.7,87682.81,704,Personal,20254.24,0,BR038,2025-01-17,2025-04-21,No waiting time ⚡,Neutral,0.6319148540496826
CID003323,Rahul Kumar,56,Male,Delhi,Kolkata,Married,5,NRI,710852.23,1,0,0,1421516.68,118459.72,612,Gold,16003.92,0,BR052,2023-03-27,2025-01-20,Excellent service! 😊,Positive,0.9848268032073975
CID003324,Rohan Kumar,69,Female,Karnataka,Hyderabad,Married,1,Senior Citizen,135936.7,1,1,0,466604.04,38883.67,585,Multiple,24888.31,1,BR034,2025-01-31,2024-08-27,Long waits ⏲️,Negative,0.6278406381607056
CID003325,Rahul Singh,24,Male,Telangana,Pune,Widowed,4,Senior Citizen,336206.18,2,0,0,1722859.76,143571.65,840,Business,63098.14,1,BR088,2022-10-28,2024-12-07,Long wait ⏱️,Negative,0.7351260185241699
CID003326,Amit Verma,67,Other,Tamil Nadu,Chennai,Widowed,9,Student,99019.48,2,0,0,248534.5,20711.21,801,Gold,3423.4,1,BR028,2018-03-28,2024-11-19,App crashes 📵,Negative,0.9142545461654663
CID003327,Rahul Rao,72,Male,Maharashtra,Jaipur,Married,14,NRI,616037.65,3,0,0,1226501.07,102208.42,832,Multiple,0.0,1,BR034,2022-02-24,2024-10-28,Poor service 😠,Negative,0.9434412717819214
CID003328,Rohan Kumar,63,Male,Delhi,Ahmedabad,Widowed,11,Senior Citizen,451437.62,3,0,0,1360352.59,113362.72,728,Personal,26727.32,0,BR055,2020-07-02,2024-12-13,Long wait ⏱️,Negative,0.7351260185241699
CID003329,Sunita Kumar,18,Male,Karnataka,Mumbai,Single,6,Savings,961733.39,1,1,0,1407797.14,117316.43,753,Gold,15705.06,1,BR043,2021-12-23,2024-12-25,Rude staff 😡,Negative,0.9344054460525513
CID003330,Rahul Gupta,82,Female,Maharashtra,Hyderabad,Widowed,5,Current,916768.96,2,0,1,1753274.38,146106.2,868,Multiple,0.0,0,BR084,2023-08-19,2024-08-09,Professional staff 🌟,Positive,0.9108184576034546
CID003331,Rohan Iyer,54,Female,Karnataka,Mumbai,Widowed,7,Senior Citizen,220551.95,2,0,1,1576342.34,131361.86,536,Education,44579.5,0,BR092,2019-11-08,2024-10-18,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID003332,Sunita Singh,34,Male,Uttar Pradesh,Delhi,Divorced,9,NRI,307086.18,2,0,1,1924450.69,160370.89,758,Business,61148.23,0,BR030,2021-03-29,2025-05-06,Great mobile app 🥰,Positive,0.9832854866981506
CID003333,Sunita Singh,27,Male,Maharashtra,Ahmedabad,Divorced,8,Student,127505.69,4,0,0,534376.89,44531.41,440,Home,16135.69,0,BR031,2017-09-12,2024-10-02,Average experience 😐,Neutral,0.6517417430877686
CID003334,Sunita Verma,37,Other,Karnataka,Jaipur,Widowed,1,Premium,995447.6,4,0,0,1343057.59,111921.47,442,Multiple,0.0,0,BR098,2025-02-22,2025-05-06,Long wait ⏱️,Negative,0.7351260185241699
CID003335,Neha Sharma,21,Female,Rajasthan,Ahmedabad,Widowed,10,Student,893761.27,2,1,0,1396260.43,116355.04,795,Multiple,66386.87,1,BR094,2021-12-28,2025-03-08,Long wait ⏱️,Negative,0.7351260185241699
CID003336,Neha Iyer,78,Male,Karnataka,Jaipur,Single,8,Student,395999.68,1,1,1,1919181.5,159931.79,491,Auto,32855.67,0,BR098,2018-01-10,2024-08-20,Excellent service! 😊,Positive,0.9848268032073975
CID003337,Rahul Sharma,84,Male,Uttar Pradesh,Delhi,Widowed,9,Joint,329115.06,2,1,1,1348533.45,112377.79,807,Multiple,0.0,0,BR033,2024-01-23,2025-05-04,Very satisfied 👍,Positive,0.9811439514160156
CID003338,Amit Rao,67,Male,Uttar Pradesh,Pune,Divorced,2,Current,392111.38,2,1,1,1373504.96,114458.75,549,Auto,24927.06,0,BR086,2024-09-04,2024-05-30,Professional staff 🌟,Positive,0.9108184576034546
CID003339,Sunita Singh,20,Male,Gujarat,Kolkata,Widowed,2,Salary,527691.62,4,0,0,329733.05,27477.75,330,Personal,5602.69,0,BR070,2024-04-29,2024-11-22,Great mobile app 🥰,Positive,0.9832854866981506
CID003340,Ananya Kumar,51,Female,Uttar Pradesh,Ahmedabad,Single,7,Current,695261.44,4,0,1,1668982.23,139081.85,795,Education,43129.66,0,BR099,2019-12-27,2024-07-12,Very satisfied 👍,Positive,0.9811439514160156
CID003341,Rahul Singh,43,Male,Rajasthan,Hyderabad,Widowed,4,Student,24704.56,3,1,1,471682.25,39306.85,351,Multiple,22273.65,0,BR078,2023-12-12,2025-03-20,App works fine 📱,Positive,0.8045811653137207
CID003342,Ananya Gupta,61,Male,Delhi,Jaipur,Widowed,4,Joint,221705.86,3,1,0,1245782.01,103815.17,850,Multiple,60025.43,1,BR033,2024-02-29,2024-12-23,Rude staff 😡,Negative,0.9344054460525513
CID003343,Ananya Rao,43,Female,Karnataka,Pune,Married,13,Student,876588.12,3,1,1,1209810.02,100817.5,306,Education,26328.5,0,BR048,2018-05-23,2024-11-30,No waiting time ⚡,Neutral,0.6319148540496826
CID003344,Rahul Kumar,19,Male,Telangana,Ahmedabad,Widowed,5,Salary,988548.83,3,1,1,1531137.71,127594.81,324,Multiple,72660.78,0,BR090,2021-06-11,2024-09-28,Average experience 😐,Neutral,0.6517417430877686
CID003345,Priya Sharma,76,Other,Maharashtra,Pune,Divorced,10,Savings,171974.57,3,1,0,440338.89,36694.91,378,Education,12426.03,0,BR020,2024-10-15,2025-03-05,Professional staff 🌟,Positive,0.9108184576034546
CID003346,Priya Singh,80,Other,Gujarat,Pune,Widowed,11,Current,690768.68,3,0,1,1447698.08,120641.51,774,Multiple,76422.17,1,BR096,2023-06-02,2025-01-23,Rude staff 😡,Negative,0.9344054460525513
CID003347,Priya Kumar,49,Female,Uttar Pradesh,Pune,Single,5,Savings,839388.87,3,1,1,1592629.04,132719.09,793,Education,33936.55,0,BR045,2020-10-13,2025-05-06,No waiting time ⚡,Neutral,0.6319148540496826
CID003348,Amit Singh,28,Other,Delhi,Delhi,Divorced,11,Salary,343373.92,2,0,1,1403317.13,116943.09,427,Auto,22280.71,0,BR088,2019-02-24,2025-05-16,App works fine 📱,Positive,0.8045811653137207
CID003349,Priya Kumar,78,Other,Telangana,Hyderabad,Married,18,Joint,787639.71,1,0,1,1208719.98,100726.66,460,Gold,12104.84,0,BR034,2023-04-17,2025-01-25,Excellent service! 😊,Positive,0.9848268032073975
CID003350,Amit Iyer,75,Other,West Bengal,Delhi,Divorced,2,Premium,15803.69,1,0,0,892707.82,74392.32,798,Auto,17668.07,1,BR041,2024-10-24,2024-06-09,App works fine 📱,Positive,0.8045811653137207
CID003351,Priya Kumar,33,Male,West Bengal,Kolkata,Divorced,18,NRI,768234.59,3,0,0,1134857.28,94571.44,376,Multiple,0.0,0,BR019,2023-04-06,2025-02-25,Professional staff 🌟,Positive,0.9108184576034546
CID003352,Priya Iyer,70,Female,Uttar Pradesh,Pune,Single,19,Salary,760470.37,4,1,1,562928.2,46910.68,829,Auto,9174.71,0,BR016,2024-04-12,2024-10-09,App works fine 📱,Positive,0.8045811653137207
CID003353,Priya Kumar,21,Male,Delhi,Mumbai,Widowed,14,NRI,190626.85,3,0,0,1240222.42,103351.87,570,Personal,23461.82,0,BR012,2021-08-11,2024-09-17,App works fine 📱,Positive,0.8045811653137207
CID003354,Priya Rao,19,Male,Rajasthan,Bangalore,Single,19,Student,331069.14,3,0,0,201680.55,16806.71,843,Multiple,10902.7,1,BR044,2018-04-21,2024-10-29,Poor service 😠,Negative,0.9434412717819214
CID003355,Rohan Singh,78,Female,Uttar Pradesh,Ahmedabad,Single,3,Premium,787484.99,1,1,0,544910.99,45409.25,402,Personal,10861.38,1,BR054,2024-11-21,2025-05-03,No waiting time ⚡,Neutral,0.6319148540496826
CID003356,Amit Sharma,31,Female,Telangana,Kolkata,Married,14,Savings,45288.76,3,1,0,1115855.71,92987.98,717,Auto,21260.34,0,BR011,2011-10-28,2024-11-06,No waiting time ⚡,Neutral,0.6319148540496826
CID003357,Neha Rao,31,Other,Tamil Nadu,Chennai,Widowed,9,Salary,620398.47,3,1,0,647580.07,53965.01,364,Auto,11177.84,0,BR054,2017-05-29,2024-08-18,App works fine 📱,Positive,0.8045811653137207
CID003358,Amit Gupta,47,Male,West Bengal,Pune,Married,8,Current,608272.44,1,1,1,622549.27,51879.11,856,Home,20559.15,0,BR080,2019-01-13,2024-06-25,No waiting time ⚡,Neutral,0.6319148540496826
CID003359,Priya Iyer,67,Other,Rajasthan,Hyderabad,Widowed,19,Joint,383017.83,1,1,1,985645.89,82137.16,446,Personal,24126.01,0,BR089,2010-12-14,2024-07-03,Professional staff 🌟,Positive,0.9108184576034546
CID003360,Rahul Rao,66,Other,Tamil Nadu,Jaipur,Single,3,Savings,329788.49,1,0,1,1640168.05,136680.67,442,Gold,26283.99,0,BR095,2025-04-12,2025-03-02,Excellent service! 😊,Positive,0.9848268032073975
CID003361,Neha Gupta,48,Female,West Bengal,Ahmedabad,Single,17,Student,346417.21,4,0,1,639740.98,53311.75,851,Home,21014.92,0,BR056,2009-05-18,2024-05-31,Professional staff 🌟,Positive,0.9108184576034546
CID003362,Amit Singh,18,Other,Delhi,Ahmedabad,Married,12,Current,94156.86,1,1,1,1465421.02,122118.42,685,Auto,27168.35,0,BR018,2020-12-14,2024-10-13,Very satisfied 👍,Positive,0.9811439514160156
CID003363,Priya Iyer,61,Other,Tamil Nadu,Mumbai,Single,18,NRI,214030.12,1,0,0,240651.67,20054.31,445,Multiple,11369.08,1,BR051,2019-11-16,2025-04-17,Poor service 😠,Negative,0.9434412717819214
CID003364,Rahul Gupta,46,Other,Karnataka,Ahmedabad,Married,7,Senior Citizen,907152.36,1,1,1,639938.21,53328.18,597,Gold,8454.92,0,BR018,2021-01-02,2024-10-14,Very satisfied 👍,Positive,0.9811439514160156
CID003365,Rahul Iyer,72,Female,Telangana,Lucknow,Single,14,Senior Citizen,131596.34,4,1,0,579547.59,48295.63,386,Home,17618.83,0,BR002,2021-02-24,2025-01-28,Excellent service! 😊,Positive,0.9848268032073975
CID003366,Sunita Rao,70,Male,Telangana,Delhi,Divorced,2,NRI,669297.66,2,1,0,488041.41,40670.12,522,Auto,8326.86,1,BR076,2024-08-01,2024-11-27,Long waits ⏲️,Negative,0.6278406381607056
CID003367,Sunita Iyer,74,Female,Delhi,Kolkata,Married,7,Joint,560834.43,4,0,1,237899.63,19824.97,691,Multiple,12314.21,0,BR019,2023-10-25,2024-06-06,Reasonable fees 💲,Neutral,0.7338849306106567
CID003368,Ananya Iyer,20,Other,Maharashtra,Hyderabad,Single,7,Senior Citizen,928935.16,3,1,0,1286526.07,107210.51,385,Business,44770.53,1,BR029,2018-10-28,2024-12-01,Too many fees 💸,Negative,0.7381492853164673
CID003369,Sunita Verma,72,Female,Maharashtra,Lucknow,Single,3,Premium,999650.03,1,1,0,1345600.44,112133.37,606,Business,45983.06,1,BR032,2025-01-05,2025-04-22,Rude staff 😡,Negative,0.9344054460525513
CID003370,Rahul Sharma,43,Female,Gujarat,Jaipur,Single,12,Savings,383932.35,4,0,0,401982.97,33498.58,804,Education,9955.58,1,BR063,2021-04-09,2025-02-02,Poor service 😠,Negative,0.9434412717819214
CID003371,Priya Gupta,74,Female,Karnataka,Ahmedabad,Divorced,20,Student,548059.0,4,1,0,1975695.84,164641.32,513,Education,51808.75,0,BR014,2013-04-02,2025-05-13,Long wait ⏱️,Negative,0.7351260185241699
CID003372,Rahul Iyer,44,Male,Gujarat,Lucknow,Married,6,NRI,576475.31,3,0,1,440810.45,36734.2,329,Business,14365.92,0,BR003,2020-03-09,2025-01-27,Too many fees 💸,Negative,0.7381492853164673
CID003373,Priya Kumar,58,Female,West Bengal,Bangalore,Single,11,Student,650064.01,1,0,1,413230.35,34435.86,316,Education,10767.78,0,BR003,2016-01-17,2024-12-02,Excellent service! 😊,Positive,0.9848268032073975
CID003374,Rohan Gupta,61,Male,Maharashtra,Lucknow,Widowed,5,Salary,271459.06,4,0,1,383216.49,31934.71,766,Business,13733.0,0,BR047,2022-02-02,2025-01-16,Long waits ⏲️,Negative,0.6278406381607056
CID003375,Ananya Singh,28,Female,Rajasthan,Bangalore,Married,18,NRI,259902.88,3,1,1,468505.59,39042.13,633,Personal,10245.8,0,BR091,2018-03-22,2024-07-11,Reasonable fees 💲,Neutral,0.7338849306106567
CID003376,Ananya Singh,72,Female,Delhi,Lucknow,Divorced,13,Joint,378665.16,1,1,0,1628059.04,135671.59,489,Education,43021.75,1,BR062,2012-10-15,2024-07-12,App crashes 📵,Negative,0.9142545461654663
CID003377,Amit Kumar,46,Other,West Bengal,Bangalore,Married,16,Savings,679039.9,2,0,0,761622.88,63468.57,339,Home,24431.34,0,BR002,2010-08-27,2025-03-18,Long wait ⏱️,Negative,0.7351260185241699
CID003378,Ananya Iyer,84,Other,Maharashtra,Chennai,Married,13,Savings,542263.34,2,1,0,670646.9,55887.24,807,Multiple,0.0,1,BR075,2015-05-11,2024-06-17,Long waits ⏲️,Negative,0.6278406381607056
CID003379,Sunita Sharma,73,Male,Gujarat,Delhi,Married,3,Premium,939496.51,4,0,1,1362078.3,113506.53,701,Gold,21988.66,0,BR066,2022-08-20,2025-01-04,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID003380,Amit Verma,47,Other,Tamil Nadu,Chennai,Divorced,12,Current,91166.56,3,1,1,1861405.4,155117.12,769,Personal,41578.56,0,BR057,2025-01-26,2024-12-22,Great mobile app 🥰,Positive,0.9832854866981506
CID003381,Sunita Iyer,57,Other,Delhi,Kolkata,Married,12,Current,257673.52,1,0,0,1845993.35,153832.78,534,Home,55298.18,1,BR015,2016-11-06,2024-09-21,Long waits ⏲️,Negative,0.6278406381607056
CID003382,Ananya Gupta,31,Female,Gujarat,Delhi,Single,1,NRI,127912.76,1,1,1,1122496.62,93541.39,660,Personal,22645.67,0,BR096,2025-03-23,2024-06-27,App works fine 📱,Positive,0.8045811653137207
CID003383,Rohan Sharma,61,Other,Tamil Nadu,Chennai,Divorced,3,Premium,502624.4,2,1,0,1319713.2,109976.1,463,Personal,23206.57,0,BR056,2023-09-18,2024-07-20,Great mobile app 🥰,Positive,0.9832854866981506
CID003384,Rahul Iyer,49,Male,West Bengal,Lucknow,Divorced,15,Senior Citizen,699203.98,3,0,0,571013.07,47584.42,811,Business,19419.23,1,BR029,2019-07-28,2024-11-15,Too many fees 💸,Negative,0.7381492853164673
CID003385,Ananya Verma,29,Other,Rajasthan,Delhi,Widowed,18,Senior Citizen,383237.33,4,1,1,1211415.06,100951.26,439,Home,38461.87,0,BR053,2013-08-30,2025-05-05,Great mobile app 🥰,Positive,0.9832854866981506
CID003386,Priya Iyer,74,Female,Delhi,Hyderabad,Single,10,Senior Citizen,418274.46,4,1,1,1919483.41,159956.95,406,Auto,34961.73,0,BR056,2023-08-26,2024-07-10,No waiting time ⚡,Neutral,0.6319148540496826
CID003387,Neha Singh,77,Other,Karnataka,Ahmedabad,Married,9,Joint,322478.63,4,1,1,762581.26,63548.44,407,Education,19245.68,0,BR087,2023-01-14,2025-01-28,Very satisfied 👍,Positive,0.9811439514160156
CID003388,Rahul Gupta,73,Male,Delhi,Chennai,Divorced,15,Current,364464.87,4,1,0,1235689.14,102974.09,579,Business,42453.43,1,BR051,2023-07-18,2025-01-07,No waiting time ⚡,Neutral,0.6319148540496826
CID003389,Ananya Kumar,76,Female,Delhi,Jaipur,Divorced,3,Premium,918834.65,3,0,1,1729214.6,144101.22,552,Business,52383.95,0,BR029,2024-04-30,2025-03-13,App crashes 📵,Negative,0.9142545461654663
CID003390,Rahul Iyer,80,Male,Maharashtra,Kolkata,Widowed,5,Current,510091.2,3,1,0,432931.43,36077.62,745,Personal,10198.93,1,BR010,2022-09-05,2025-01-10,Too many fees 💸,Negative,0.7381492853164673
CID003391,Sunita Iyer,53,Female,Karnataka,Bangalore,Widowed,18,Current,517267.23,1,1,1,1614873.95,134572.83,803,Multiple,0.0,0,BR091,2015-12-23,2024-08-08,Very satisfied 👍,Positive,0.9811439514160156
CID003392,Ananya Iyer,18,Other,Karnataka,Lucknow,Widowed,20,Premium,24897.22,3,1,0,618604.97,51550.41,700,Education,13134.64,1,BR058,2016-02-25,2025-03-07,Too many fees 💸,Negative,0.7381492853164673
CID003393,Priya Sharma,38,Other,Uttar Pradesh,Jaipur,Married,13,Student,122748.67,4,1,0,872926.05,72743.84,606,Multiple,0.0,1,BR064,2019-08-24,2024-08-19,Rude staff 😡,Negative,0.9344054460525513
CID003394,Sunita Rao,27,Female,Uttar Pradesh,Bangalore,Single,8,Student,163323.92,1,0,1,1073614.08,89467.84,415,Multiple,55969.07,0,BR087,2023-06-02,2024-06-08,No waiting time ⚡,Neutral,0.6319148540496826
CID003395,Sunita Rao,51,Male,Rajasthan,Jaipur,Widowed,5,Senior Citizen,138567.22,3,0,1,245025.37,20418.78,691,Business,8846.71,0,BR070,2025-04-05,2024-08-02,Very satisfied 👍,Positive,0.9811439514160156
CID003396,Rohan Kumar,56,Female,Maharashtra,Kolkata,Divorced,17,NRI,338378.85,3,0,1,1361188.08,113432.34,521,Home,45799.24,0,BR045,2016-11-14,2024-08-16,No waiting time ⚡,Neutral,0.6319148540496826
CID003397,Amit Verma,35,Other,Delhi,Ahmedabad,Single,1,Premium,143025.62,1,1,0,586221.46,48851.79,563,Multiple,29103.3,1,BR081,2024-06-10,2025-01-15,Reasonable fees 💲,Neutral,0.7338849306106567
CID003398,Ananya Gupta,47,Female,Uttar Pradesh,Jaipur,Divorced,10,Senior Citizen,581157.27,4,1,0,577074.1,48089.51,444,Auto,10533.08,0,BR091,2017-02-22,2025-04-01,Professional staff 🌟,Positive,0.9108184576034546
CID003399,Ananya Iyer,68,Other,Tamil Nadu,Ahmedabad,Divorced,16,Student,888146.98,3,1,1,643209.51,53600.79,828,Home,23612.5,0,BR024,2015-04-16,2025-05-17,Rude staff 😡,Negative,0.9344054460525513
CID003400,Priya Kumar,76,Female,Telangana,Mumbai,Divorced,5,Joint,907889.46,4,1,0,1345429.68,112119.14,517,Gold,17256.96,0,BR093,2021-07-31,2025-01-09,Staff is okay 👨‍💼,Positive,0.7161530256271362
CID003401,Priya Iyer,49,Male,Maharashtra,Delhi,Divorced,9,Salary,71266.53,1,1,0,1520947.0,126745.58,486,Gold,21252.36,0,BR014,2017-11-11,2024-07-23,Excellent service! 😊,Positive,0.9848268032073975
CID003402,Ananya Iyer,50,Other,Karnataka,Pune,Divorced,3,Current,531564.77,1,0,0,526048.83,43837.4,517,Personal,10188.32,0,BR013,2025-03-26,2024-08-03,Poor service 😠,Negative,0.9434412717819214
CID003403,Amit Singh,37,Male,Delhi,Jaipur,Divorced,7,Joint,734323.38,4,0,0,1589803.05,132483.59,833,Multiple,0.0,0,BR041,2020-01-10,2025-03-08,Very satisfied 👍,Positive,0.9811439514160156
CID003404,Rahul Sharma,31,Female,West Bengal,Jaipur,Divorced,11,Salary,194270.75,3,1,1,1537710.28,128142.52,668,Auto,24758.73,0,BR042,2020-07-28,2024-09-04,Great mobile app 🥰,Positive,0.9832854866981506
CID003405,Neha Iyer,19,Other,Uttar Pradesh,Kolkata,Married,3,NRI,703266.27,2,1,0,1871640.14,155970.01,892,Home,58127.45,0,BR096,2022-12-29,2024-09-17,Great mobile app 🥰,Positive,0.9832854866981506
CID003406,Neha Kumar,27,Other,Rajasthan,Hyderabad,Married,14,Senior Citizen,243193.64,4,1,1,1003031.36,83585.95,558,Multiple,0.0,0,BR013,2013-08-30,2024-05-21,Professional staff 🌟,Positive,0.9108184576034546
CID003407,Priya Gupta,64,Male,West Bengal,Lucknow,Widowed,0,NRI,960757.45,2,1,0,1190022.73,99168.56,557,Multiple,58337.04,1,BR004,2025-04-21,2024-11-07,App works fine 📱,Positive,0.8045811653137207
CID003408,Ananya Kumar,33,Other,Maharashtra,Hyderabad,Single,20,Senior Citizen,631762.6,2,1,0,308292.7,25691.06,593,Business,10643.38,1,BR049,2023-12-17,2024-07-23,Poor service 😠,Negative,0.9434412717819214
CID003409,Rohan Iyer,76,Female,Maharashtra,Ahmedabad,Widowed,10,Premium,160929.49,1,1,0,942914.64,78576.22,805,Multiple,49720.24,1,BR009,2019-07-27,2024-07-29,Poor service 😠,Negative,0.9434412717819214
CID003410,Sunita Iyer,26,Female,Telangana,Pune,Divorced,4,Salary,879341.16,2,0,1,347655.49,28971.29,900,Personal,8617.84,0,BR044,2021-12-18,2024-10-11,Very satisfied 👍,Positive,0.9811439514160156
CID003411,Priya Verma,81,Other,Delhi,Jaipur,Divorced,3,Senior Citizen,855356.32,4,0,0,1116801.85,93066.82,461,Gold,16877.64,1,BR008,2023-09-07,2024-10-25,Professional staff 🌟,Positive,0.9108184576034546
CID003412,Priya Iyer,79,Male,Gujarat,Chennai,Single,16,Current,262779.77,4,0,1,1791075.0,149256.25,889,Personal,32110.42,0,BR055,2020-10-25,2025-03-08,Excellent service! 😊,Positive,0.9848268032073975
CID003413,Sunita Iyer,39,Other,Rajasthan,Lucknow,Single,2,Student,762404.33,4,0,0,1889809.55,157484.13,744,Multiple,100920.11,1,BR093,2024-02-14,2024-11-04,Poor service 😠,Negative,0.9434412717819214
CID003414,Rahul Kumar,65,Male,Rajasthan,Pune,Widowed,0,Student,872663.29,2,1,1,1317486.42,109790.53,387,Education,29991.68,0,BR031,2025-04-21,2024-06-10,Excellent service! 😊,Positive,0.9848268032073975
CID003415,Neha Verma,19,Other,Telangana,Hyderabad,Widowed,1,Current,293011.29,4,0,1,336331.41,28027.62,852,Home,12268.88,0,BR031,2025-01-30,2025-02-24,No waiting time ⚡,Neutral,0.6319148540496826
CID003416,Rahul Sharma,48,Female,Maharashtra,Chennai,Married,14,Senior Citizen,344318.6,4,1,1,1598240.94,133186.74,553,Education,33534.0,0,BR074,2022-05-20,2024-09-09,No waiting time ⚡,Neutral,0.6319148540496826
CID003417,Ananya Rao,53,Other,Uttar Pradesh,Bangalore,Widowed,14,Joint,592857.94,4,0,0,1035713.31,86309.44,353,Personal,25585.81,0,BR033,2016-11-19,2024-09-26,Great mobile app 🥰,Positive,0.9832854866981506
CID003418,Priya Rao,67,Male,Telangana,Ahmedabad,Single,2,Student,319170.62,4,0,1,1837051.36,153087.61,726,Business,54389.94,0,BR060,2025-03-02,2025-02-06,Reasonable fees 💲,Neutral,0.7338849306106567
CID003419,Priya Sharma,45,Female,Karnataka,Chennai,Married,17,Current,428010.92,3,1,0,1645444.46,137120.37,856,Education,38594.64,0,BR021,2011-01-19,2024-07-01,Reasonable fees 💲,Neutral,0.7338849306106567
CID003420,Amit Singh,52,Other,Rajasthan,Kolkata,Married,19,NRI,630012.46,2,0,0,708231.39,59019.28,830,Home,26534.88,1,BR022,2020-11-04,2024-09-16,Too many fees 💸,Negative,0.7381492853164673
CID003421,Neha Iyer,66,Other,Gujarat,Kolkata,Single,12,Salary,25555.61,1,1,1,806149.26,67179.1,708,Business,24148.48,0,BR004,2019-12-21,2024-12-07,No waiting time ⚡,Neutral,0.6319148540496826
CID003422,Rohan Rao,25,Other,Maharashtra,Pune,Widowed,20,Savings,355496.19,4,1,0,1351176.59,112598.05,492,Gold,11459.26,1,BR035,2008-11-09,2025-02-01,Poor service 😠,Negative,0.9434412717819214
CID003423,Sunita Kumar,49,Other,Telangana,Ahmedabad,Married,7,Salary,585054.63,1,0,1,1392513.8,116042.82,763,Home,50228.94,0,BR074,2024-03-10,2024-11-06,Excellent service! 😊,Positive,0.9848268032073975
CID003424,Sunita Iyer,32,Female,West Bengal,Delhi,Widowed,17,Savings,31203.69,4,0,0,787940.51,65661.71,638,Multiple,41955.56,1,BR003,2011-07-24,2025-02-04,App crashes 📵,Negative,0.9142545461654663
CID003425,Rohan Kumar,25,Male,Maharashtra,Mumbai,Divorced,10,Joint,14201.4,1,1,0,1833571.36,152797.61,358,Business,67695.6,1,BR078,2016-09-18,2025-01-07,Staff is okay 👨‍💼,Positive,0.7161530256271362
